index,score,text
566,4,배우님들고생짱많이했을거같아요 반면에내용이지루하네요  좀비는그냥엑스트라
567,5,부산행 속편을 기대하면 실망이고 카체이스씬은 압권임모하비 자동차 광고로 편집해서 쓰면 좋을듯
568,5,감독님이 투자자들 압박으로 신파를 넣으신 줄 알았는데 인터뷰에서 신파를 좋아하신다고 말하셨더라고요 취향 차이겠죠 스토리와 상관없이 구교환 최고
569,1,정말이지 디워보다도 별로엿어요
570,1,역대급 코미디 영화 
571,1,이거 평점 왜이럼 알바 엄청 풀었네 좀비랜드+매드맥스+월드워Z를 어설프게 섞은 전형적인 한국영화
572,5,좀비영화인데 내용은 무슨 분노의질주 매드맥스임영화관에서 시간조절한다고 중간중간 중요한 부분을 다 잘라먹었는지 전체적으로 개연성 이야기의 깊이 모든것이 다 부실함
573,7,기대했던 것 만큼은 아니지만 볼 만 합니다
574,1,신은 관람객 모두를 버렸다
575,4,좀비 보러 갔는데 좀비는 안나오고 모성애와 신파만  실망이었어요
576,6,재미는있었지만부산행보단 약간 다른느낌이랄까요좀비게임같은 느낌이 더들었어요
577,8,아이 연기가 좀 어색햇지만 구성 및 긴장감 좋앗습니다
578,4,착해진 율리시스 클로밖에 생각 안나는 영화
579,6,배경 및 영상은 화려하지만 연출 및 수토리 건개가 많이 약하다
580,2,돈주고 보는 모하비 유료광고집으로 가는길 모하비로 바꿔야되나 고인했음
582,9,재밌어요
583,6,흥미진진하고 재밌긴한데 결말부분이 조금 아쉽네요
584,6,미성년자의 무면허운전이 얼마나 무서운건지를 두시간에걸쳐  보여주는 그것밖에 기억이 안나  방금보고나왔는데
585,6,뭐 볼만햇어요 집에서 보세요
586,7,마지막 장면이 조금 아쉽고 좀비영화 좋아하면 무난하게 볼수 있다고 생각합니다
587,8,부산행과는 다른 느낌이지만 저 상황에 인간의 모습 민낯을 그대로 보여주는 모습이어서 참신했어요
588,10,강동원 구교환 얼굴 맛집
589,8,코로나때 놀것도 없고 재미도 없는데 두시간 동안 이 정도 재밌고 즐거움 주면 된거지 시간가는줄 모르고 봤고 울다웃다깜짝 놀라다가 영화가 주는 카타르시스는 한번씩 다 느끼고 잘보고 나옴  보실분들 평점신경쓰지말
590,7,나름 볼만한영화 재미있음
591,7,개인적으로 부산행이 비하면 낮지만 나름 괜찮았던 작품
592,3,신파의 향연 연상호 감독 믿고 부산행 이후 염력 반도 모두 영화관에서 봤는데 돈이 아깝습니다돈 줄테니 다시 볼래 하면 거절할 영화
593,6,그냥그럼 볼만하요
594,10,솔직히 액션 겁나 멋있고 다들 연기 잘함
595,10,강동원 최고네요돈 안타까워요
596,6,기대한 만큼은 아니나 나쁘지는 않았습니다
597,8,평점이낮아기대안하고 봤는데 저는 재미있었어요아이들도 잼밌게 봤다고 하네요
598,6,너무 기대를 많이 했나봐요 배우님들의 연기는 훌륭하고 액션도 좋았지만 스토리가 아쉬웠어요
599,1,좀비영화 진짜 좋아하는데 이건 좀;
600,8,좀비 때문에 페허가 된 반도를 배경으로 한 좀비 재난 블록버터 자동차 추격전과 액션이 시원시원하고 재밌습니다
601,10,개 재미써요 강동원이 너무 예쁨
602,1,강동원 연기도 몰입안되고 액션씬은 자동차로만 하는 느낌 뭔가 조연출 연기가 많이 아쉬웠어요 마지막 눈물흘리게 하려고 하는 연출이 눈에 보여 매우 별로였습니다 눈꼽낀거 떄려다 우는것처럼 보일까봐 못때고 화장실에
603,9,역시 좀비물은 실망 시키지 않아요다들 연기 왜이리 잘 하죠 전 재밌게 봤습니다
604,10,좀비보다 사람이 더 무섭다는 걸 보여주는 최고의 영화
605,8,너무 스릴있게 재밌게 봤습니다강동원님 여전히 잘생기셨네요  오랜만에 스트레스 풀고 왔습니다
606,10,6개월동안 참은 영화욕구가 드디어 해소된 것 같다
607,10,강동원 잘생겼고 진짜 재밌었고 감동적이고 암튼 재밌고 그냥 차 운전 실력 대박이고 결론은 전 재밌었어요
608,10,강동원 얼굴목소리키 가 재밌음영화도재밌음 감동있고 액션신조았다난재밌게봤다
609,10,좋은 영화 좋은 배우 좋은 연기
610,10,강동원연기 짱인정막판에 이정현 모정애의 사랑에 눈물바다감동적인 영화 입니다
611,7,재미가 없진 않은데 왤케 평점이 흠
612,10,나는 이정도면 10점준다 사람들이 너무 기대가 높음 얼마나 고퀼 영화만 봐왔길래 이런 영화 만들기도 힘듬 조금 아쉬운점 있지만 내마음10점
613,10,액션물 좀비물 매니아로써 극찬하고싶은 영화 분노의질주 매드맥스 워킹데드 존 윅 등의 장면이 떠오르는 부분들이 있었고 우리나라영화가 이정도 전개와 연출까지 되는구나를 느낌 매분 매초 짜릿하게 잘 봤음 배
614,1,태어나서 처음 영화 평점을 답니다너무 돈 아까웠어요진부하고 억지스러운게 요즘 영화 같지 않았어요이정현 배우님 연기 잘 하는 배우라 생각해서 기대하고 봤는데 참 별로였고하 그냥 전부 다 맘에 안 드는 영화
615,6,부산행 4년후라고 했는데 스토리상 이어지는 부분은 없었어요액션부분도 너무 아쉬웠고좀비들도그닥
616,10,강동원 얼굴부터 짜릿해요
617,6,부산행 후속편이라 하기에 좀 그렇지 않나
618,4,강동원이 다 한 영화 매드 멕스와 월드 워 Z의 믹스
619,4,개연성이  많이  떨어졌고 진부한 느낌조연배우분들 연기가 넘  오버핏  대작요소와 감동적 부분들은  있었는데부산행 보고  기대를 해서 인지 
621,1,반도 믿을수 없는 스토리 전개거짓말 같은 결말
622,2,보면서 든 세가지 의문점 강동원이 왜 이정현이 왜 내가 왜
623,1,코로나를 뚫고 가서 본 영화인데 부산행 반도 못하더라 개망  한국영화 어떡해 
624,1,영화가 재미없다는 관객들에게 변화를 못받아들이고 시대에 뒤떨어졌다는 듯이 개소리한 인터뷰 잘 봤습니다 죄송합니다 변화를 못받아들인 시대에 뒤떨어진 관객이라서
625,1,최악노잼 지루하고 뻔한
626,6,기억나는 건 서대위
627,2,완전 별로입니다 이건 너무
628,2,미스캐스팅 어이없는 스토리 전개 슬프지도 않지만 감동만 주려는 이해안가는 상황들 하급 그래픽
629,2,그냥 딱히 할말이 없네OO
630,2,중간중간에 억지스런 감동을 집어넣으려는 신파 이제 제발 끝내줘 오글거려서 보는 동안 괴로워 미칠거같아
631,2,신파신파신파
632,1,부산행보단 확실히 못하네요
633,4,초중반은 생각보다 영상미도 좋고 액션도 헐리우드 만큼이나 좋아서 왜 사람들이 별로라고 한거지 했지만 마지막 30분에서 전형적인 한국 신파를 보고 알았습니다 마지막 30분이 영화를 망치네요
634,6,좀비 액션은 딱히 기억에 남는 건 차 액션과 노을 속에 있는 강동원 얼굴
635,2,부산행 연출은 우연인걸로염력 반도로 밑천들어난듯 이젠 믿거 감독으로 추가
636,2,진심 내다버린 돈인 느낌입니다
637,2,음이걸 마스크끼고 본 내가 미친놈이지차로 좀비들이박는게 넘 길다
638,2,언제쯤 신파 없는 조선 영화를 볼 수 있을까
639,4,아니 그래서 뭐지 똥싸다만 느낌은질질끌다 어이없이끝나네
640,3,동원아 담부턴 감독 잘 보고 작품 골라라  연상호는 옛날 충무로 늙은이 감성이 있단다 스토리나 구성이 현대적으로 보이지만 존나 구닥다리 연출이 그 핵심에 있단다
642,2,쓰렉쓰렉쓰렉오브쓰렉
643,2,매드맥스 찍다가 7번방의 선물 싸발
644,2,여성우월주의 영화인가요;;;  운전은 죄다 여성들이하고 모하비 드리프트를 여자애혼자 한손으로하냐 강동원 왜쓴거야
645,4,제작비 아까운 영화매드맥스 같은 자동차 추격씬말고는 볼게 없네부산행하고 아역연기 너무 비교된다 스토리가 별로임
646,2,알바댓글 특)배우가 잘생겼다 이쁘다 배우들 언급만 함 악평 댓글들 사이에 구체적인 의견없이 그냥 재밌다고만 함 아이디 클릭해서 평점 준 영화들 보면 다 한국영화에 10점 댓글임 외국영화 1점 테러하는 경우도 
647,2,0점이 없어서 1점
648,10,강동원 땜에 시간가는줄 모름
649,6,중간까지 딱 중간까지 볼만했음
650,8,좀비보다 사람이 무섭다
651,5,제목 값 잘 하네요
652,7,억지신파때문에 많이 아쉬운영화
653,3,모하비는 잘달린다
654,6,모하비와 테크노 여전사
655,8,마지막 엔딩 빼고는 진짜 재밌게 봤음 고민 중이시라면 보는 걸 추천 드리겠음
656,1,잠들라고 하면 자꾸 총소리남
657,1,이정현연기 진짜 못 봐줄 정도로 짜증나고 대사하나하나 오글거려서 보는내내 욕이 자동적으로 나올정도였다 영화 스토리도 이게 레이싱영화인지 군대영화인지 좀비영화인지 모를정도로 개연성도 없고 그냥 부산행 반에 반도 
658,6,배우들의 진지하고 최선을 다하는 연기에 박수를 보낸다‥ 좀비와의 싸움이 아닌 끝에 몰린 인간의 심리를 잘 표현했으나‥ 뭔지 모르게 끝이 아쉽다‥
659,1,왜 이게 지금 200만을 넘기나어처구니없네
660,1,부산행 감독맞냐 진짜 한동안 한국영화 못볼듯 제발보고 후회들 마세요
661,1,배우들 책임이 더 큼  이런 말도 안되는 억지스러움과 앞뒤 안맞는 쓰레기영화를 만드는동안 안 말리고 뭐했니그래도 좋았던 건  좀비들이 예의가 바름  울고불고 하는 동안 주인공들이 감성팔이 생쏘할 때는 절대 
662,1,진짜 재미없습니다 그냥 보지마세요 부산행 같은 퀄리티 기대하면 안돼요 그냥 대실망입니다 영화 한마디로 그냥 자동차광고 하는 걸로 밖에 안보였어요 무슨 추격하는 장면만 거의 한시간
663,1,분노의질주 +매드맥스+어설프게 따라한 부산행+그리고 신파극 보는줄 알았습니다
664,1,능력없는 감독은 사라지는게 맞다 재미도 없는 영화 국산이라는 이유만으로 봐주는건 오히려 곪아 썩은내 나는 한국영화의 마침표를 찍는 일이다 과거의 명장들은 다 어디가고 이런 졸작들만 남았는가 충무로 쓰레기들은 다
665,2,너무재미없다 너무매우 따분함
666,2,살아있다보다 재미없음
667,3,부산행 비비지 마라 어디 버스탈려고 
668,2,빠르면 올추석 늦어도 내년 설  특집 OCN으로 나올듯
669,2,영화 반도 못보고 나오고싶었다
670,4,부산행생각하고 보지마세요
671,2,분노의 질주 좀비에디션
672,2,이건 무료로상영한다 해도 시간아까워서안보겄누
673,8,마지막 신파극과 억지가 조금 별로였지만 자동차액션이나 배우들연기가 좋아서 재밌었네여 그리고 강동원이 거지처럼 나오는데도 잘생겨서 볼맛도 나요
674,6,기대했던것보다  스케일은 큰데  부산행보다  재미가 엏네요
675,5,조금은 유치한 감동 끼워맞추기 전작에 비해 좀비액션이나 극적인 상황 긴장감 등 아쉬운 부분이 많았네요 아역들의 드라이빙액션씬이 가장 볼만했었습니다
676,1,집으로 + 염력 = 반도 반도 안보고 나왔어요
677,1,그냥 쓰레기입니다
678,1,에바임;;;
679,6,볼 만했습니다 막 재밌고 하지는 않아요 중간중간 하품 좀 햇음
680,6,부산행과의 계연성은 그냥 좀비사태이후 4년이라는 점 외엔 연장선이 없네요속편이라는 내용보단 레이싱 느낌이 너무 강했구그냥 한번정도는 볼만한 킬링타임용 이라고 생각합니당
681,4,부산행이 임팩트가 컸음
682,2,코로나19여파로 영화관 몇개월 안가다 와이프랑 늦은시간에 관람을 했습니다 와우 아무리 쓰레기 영화여도 끝까지 다 보고 나오는 스타일인데 처음으로 보다가 나왔네요스토리 개연성 NO 좀비보다 이정현
683,1,이건 정말 실망스럽습니다제가 부산행 킹덤으로 국뽕에 차오르고 외국 좀비물에 눈이 높아졌다곤 해도 이번 부산행 후속작인 반도는 극실망입니다영화관에서 답답함 불만을 토로하는 관객이 엄청나게 많았습니다 댓글들은 
684,1,"한 쪽에선 기생충  그리고 또 다른 한 쪽에서는 여전히 관객들을 기만하는 이런 쓰레기 영화  그놈의 신파는 안넣으면 제작사가 뭐라고 하냐  능력이 안되면 시대 설정 좀 잘해서 CG 좀 덜 넣던가  ""나"
685,1,자꾸 이러면 정말 한국 영화는 거르게 된다
686,4,내가 감독이면 부산에서 좀비 막는 스토리를 만들었겠다 거기서 메인좀비로 마동석 넣었을듯 그냥 감독이 돈에 눈이 멀었고 영화 스토리 개나 줘버림 서울역 애니를 프리퀄로 내놓은것부터 이미 영화 스토리는 산으로 감 애니전
687,1,제발 한번만 믿고 보지 마세요
688,1,그저웃음만나옴 그냥웃길려고만들었나
689,6,엄마 : 이걸 사네 제인 : 어케 살았누 
691,6,역시 좀비 소재라서 스릴은있었는데 연출 스토리는 그닥
692,6,신파이긴 한데 반년 만에 영화관에서 영화를 봤다는 것 자체 만으로도 
693,2,최악의영화운전씬 빼곤 다 별로
694,1,운좋게 염력을 걸렀는데반도에서 걸렸네 젠장할 감상포인트 하나라도 선택안하면 댓글등록이 안되서 OST선택했습니다 좋은면은 단한개도 없습니다
695,6,이레는 이정현이 자살할려는게 보이나 한 시력이 40인가
696,8,저는 너무 잘 봤습니다 감동적이게 보았습니다
697,4,부산행 때문에 기대감을 갖고 본 영화인데 스토리 액션 뭐 하나 특별함이 없었던 영화반도로 잠입하는 요원 중 웬 아줌마 마동석같은 인물로 깔아도 모자를 판에  자동차 추격전은 CG가 너무 과해 스
698,7,재밌는데 스토리가 너무 아쉬움
699,5,부산행보다는  차로 움직이는 씬이 많아서 그런지 긴장감이 덜 했고 공포물 보다는 액션 스릴러 장르가 더 맞는것같다 연기들은 다 좋은 배우들로 해서 그런지 연기는 괜찮았고 스릴을 즐기고 싶은사람들이 보는걸 추천한다 그
700,6,부산행이 워낙 재미있게 본 기억이 있어서 그런지  기대에는 못 미치지만 가볍게 보기는 좋은 영화였습니다
701,5,영화 마지막 10분 없는게 더좋지않을까흠
702,10,엥 재밌는데 평점 안좋넹
703,1,하 채워야 되서 쓰는데 진짜 이건 좀 심했다
704,1,앞유리 없는데 전속력 운전가능한가요
705,8,카레이싱의 액션과 영상이 긴장감있고 좋았습니다 시간이 빨리가는 느낌이었어요좀비로 변하는 연기가 가장 일품입니다
706,10,킬링타임으로 재미있게 보았습니다
707,8,시간 가는줄 모르고 봤어요 그러면 된거죠
708,8,1강동원잘생김2이정현 연기잘함3사람 으
709,7,큰 기대를 안하고가서 그런지 나름 재미있게 본것같아요 배우들 연기는 좋아요다만 신파요소가 너무 눈에 띄어서 호불호가 갈릴것같긴하네요
710,1,염력만든 감독
711,2,졸았어요 역시 강동원영화는 믿거
712,7,스토리나 개연성보단 액션이나 스릴 좋아하시는 분들께선 재밌게 보실 듯 하네요
713,10,별 10점짜리는 아니지만 알바테러때문에 10줌 여기나오는 평가만큼 나쁘지 않음 액션 괜찮고 연기 좋고 연출 좋음 한국적인 신파요소는 있지만 전체적인 흐름을 보면 웰메이드임 너무 평점 신경쓰지말고 봐도 갠
714,2,스토리가 별로에요
715,10,초딩 애들이 재밌다네요
716,8,액션연기 둘다 무난하게 관람 할 수 있는 영화입니다요즘 관람한 영화중 그나마 볼만한 한국영화 였네요
717,4,이거 영화 왜이래요
718,10,순간 깜짝 깜짝 놀라는재미 좋았습니다 스토리도 좋았구요
719,7,아침에 조조로 와이프랑 같이 보고 조금전에 들어왔습니다  우선 K 아포칼립스를 정말 설정을 잘한것 같아서 칭찬합니다 라스트오브어스 게임의 한장면이 생각나는 설정이였습니다  스토리는 좀 빈약해 보입니다 그래서 
720,10,부산행보고 너무 재밌어서 이영화도 봤어요 정말 너무너무 재밌는 장면들도많고 감동적인 장면들도 많네요 동원오빠 넘모 잘생겨또
721,6,이도저도 아니지만 강동원이 일당백함
722,10,마지막으로 본 영화가 무엇인지 기억조차 안나는 3살 5살 애기엄마인데요전 화면에 나오는 좀비가 너무 무섭던데요 다들 연기도 잘하시구요 이 영화 보면서 느낀게코로나 바이러스 더더더 조심하자 그리고 액션 
723,1,감독님아앞으로 영화는 하지 마시게진심이야염력부터 이상하다 싶더니 반도에서 확실해지네근데 도대체 부산행은 누가 만들었던 걸까
724,10,재밌게 봤어요 전작때문인지 평점이 생각보다 낮은 것 같아요 스케일과 액션이 커서 좋고 흥미진진해요 반도는 여러 번 봤는데도 재밌길래 VOD도 구매했습니다
725,1,별로였음 차라리 부산행 한편 더보겠다
726,10,강동원 잘생겼다
727,4,오직 액션그것도 자동차씬만 볼만함영화 후반에 손발이 오그라 들어서 미치는줄시나리오도 별로 개연성도 부족하고4년전에 본 사람을 다시 볼 확율은 얼마나 될까
728,3,카체이싱말고는 좀
729,2,차량 액션만 기억남
730,5,예산 투자할 때 스토리 부분에 많이좀 투자했으면 좋겠음
731,6,그냥 좀비 배경 액션 영화 좀비가 지나가는 트럭 역할일 뿐
733,1,꾹 참고 마무리까지 보려다가 나왔네요재미로는 보지마세요 강동원 보려고는 보세요전형적인 한국적 큰소리에 깜짝 깜짝 놀라는달리기 운전하기  끝
734,2,감독이 고급 재료로 라면 끓여먹음
735,2,영화 내내 뭐라도 시도해 보고 틀어보려고 하는 흔적이 티끌만큼이라도 보여서 최악까지는 아니었지만 이 감독이 부산행의 흥행 영광을 누린 감독임과 동시에 염력의 감독이라는걸 잊으면 안 됐던 것 같다 매드맥스가 떠올라
736,2,기대를많이하고봐서그런가차액션이 많지 그렇게재밌진 않은거 같다
737,4,진짜 소름돋는 망작  좀비물 뜬다고 아주 그냥 눈감고 만든
738,1,아아말을 잊었다
740,3,그나마 연출이 나았구요 나머지 스토리나 배우들의 연기는 여러모로 아쉬웠어요 갠적으로 김민재씨 캐릭터는 인상깊었어요
741,4,진지하게 초등학생도 짤수있는 스토리다 그리고 이 영화는 레이시티 아스팔트 사장이 만들었나 영화가 내용은 없고 차액션만있노 배우들은 울고있는데 관객들은 인상쓰고있는 영화
742,4,헬리콥터 제인에서 탄식이
743,1,개 쌉노잼 리얼 어떻게 이렇게 같은 감독아래 다른 영화가 나올 수 있죠
744,1,감동도 재미도 없다 보지마라 부산행 반이 아니라 반의 반의 반의 반의 반의 반도 안되는 작품임 앵간하면 좀비물 재미있는데 이건 최악임 말도 안되는 연결이 주를 이룸
745,3,전형적인 신파좀 빼라 인간아 액션은 좀 괜찮았다 암튼 니영화는 다신 안본다
746,2,최근 본영화중  쫄작입니다
747,4,마지막 딸의 외침은 클레멘타인을 다시 보는것 같아 전율을 느꼈다
748,2,화가 많이 남 보고 나서 화가 많이 나서 분을 풀려고 이런 영화가 흥행하면 일본영화계처럼 내리막길로 갈까봐 평점을 남김 보다가 중간에 나가시는 분들 계셨는데 그때 같이 나갔어야 했었는데 매드맥스같은 씬을 
749,4,우짤꼬 동원이형
750,4,처음부터 끝까지 아무런 개연성없이 스토리가 진행되고 오글거리는 인물설정과 대사들 좀비영화가 아닌 좀비나오는 매드맥스영화였습니다 실망이에요
751,2,영화를 보고나면 뭐가 남는지 모르겠다존윅액션을 보여주고싶었고 매드맥스 분노의도로 퓨리오사를 보여주고 싶었던건가 그냥 여기저기 좋은건 다 끌어다 썼는데 막상영화가 끝나면 좀비는 없고 자동차만 있다 그것도 매드맥스
752,2,많이 흥행한 영화 게임 장면들을 많이 짜집기 한거같다월드워Z 좀비 부활장면개처럼 점프해서 달려드는 좀비게임 월드워Z 처럼 넘쳐나는 좀비 물량공세 장면드라이브 씬은 니트로를 연상캐하는 제로백 01초급 슈퍼카 속도게
753,1,카트라이더 실사판 영화좀비물인지 카트라이더물인지 아니면 신파극 쪽인지 저는 잘 모르겠네요 냉장고 속 딸기잼 붙잡고 물어봐도노잼이라 하겠어요
754,2,스토리 최악  내돈내놔
755,5,베테랑 연기자들 대사처리가 왜이리 어색할까 각본 연출이 문제인듯 자동차추격씬은 나름 볼만함 단 속도감을 위한 빨리감기는 정말 거슬렸다 이레양이 제일 빛났음
756,2,부산행이 불쌍하다 억지 스토리에 배우들 연기 분장 모두 꽝 중간에 나오려다 돈이 아까워서 버텼다
757,2,강동원 배우가 잘생김 끝
758,2,신파는 캐릭터가 완성도가 생긴 후 관객이 캐릭터의 감정에 이입될 정도로 완성도가 가졌을때 신파를 결합해야 영화적 설득력이 강해진다 신파를 먼저 생각하고 캐릭터의 감정을 얕아진 상황에서 캐릭터의 감정이입 하는 관객은
759,6,서대위 미친놈같은데 잘생김
760,2,이정현 콘서트가 더 즐거울듯
762,1,총소리가 너무커서 잠을못잤다
763,2,뭐야 이게 짜증나게 하지마요 진짜12000원 그냥 바닥에 버릴걸
764,1,하 노잼임
765,1,0점 주기 없나여살아잏다  피했는데 이걸 못 피했다
766,6,부산행의 반에 반도 못 따라가서 반도 아닐까
767,2,이걸이시국에 영화라고
768,4,억지 감동 유발하는 영화결말 갑분싸
769,2,졸다가 끝난지도 모르고 있던 내생에 최악의 영화 1편만한 속편없다는 틀을 깨지못한 신파극
770,3,이게 K좀비 소문난 잔치에 먹을거 없다스토리의 연결성 없는 진행액션은 어디서 본듯억지 감동에 억지 눈물샘 자극 실상은 역시나 한국 신파극저 배우로 저것밖에 검독은 무슨 생각으로 영활 
771,6,기대안하고 봐서 그런지 은근 괜찮았는데감동 일도 없다
772,2, 만들다만 미필 영화총알을 쳐맞았는데 아무도 지혈안해줌조상이 지혈해주냐 그러다가 조상이랑 하이파이브치고 맞담피겠네 OO 후
773,2,보지마삼진짜
774,4,강동원한테 속았다 절대 보지 마세요 돈 날림
775,4,장르가 좀비 맞냐 좀비보다 신파가 비중이 더크냐 세상이 디스토피아면 지능들이 다 좀비수준이 되는거냐 이건뭐
776,4,음최근 1년간 봤던 영화 중 제일 저평가될듯
777,2,좀비의질주 개그버젼 마지막 억지감동 이정현 좀비인줄 SK VIP 무료로 봐서다행인데 코로나보다 더 무섭게 재미없다
778,4,예고편만봐도 결말이 보였으나 혹여나해서 보게됨 예상그대로 억지감동 뻔한스토리임 이게 좀비물인지 레이싱인지 휴먼다큐인지 최고급재료들로 라면끓인기분이든다
779,2,꼭 보세요 한국 영화산업 발전에 기여하시는겁니다
780,4, 좀비를 보러온건지 분노의질주를 보러온건지부산행은 뛰기라도했지  많이 씁쓸한 영화네요
781,4,전반적인 영상은 볼거리많음 그러나 스토리 풀어나가는것도 아쉽고 너무 뻔한 클리셰의 연속 억지감동주려고 앞뒤안맞은부분 많음 스토리는 부산행이 훨씬낫다결론 별로임 나중에 넷플에서 뜰때 킬링타임용으론 나쁘진않을지도
782,1,하
783,10,이게 부산행보다 못하다고 그래픽의 차원이 다르다 부산행 살아있다 킹덤등등 그어떤 한국형 좀비물보다 뛰어나고 재미있다 그리고 인간하고 좀비랑 싸움 붙이는 이런 발상도 최초다 최고 엄지척
784,1,하도 구교환 그러길래 봤는데너무 고평가된 배우같은데 차라리 김이병이 더 기억에 남는다이정현은 미스캐스팅;
785,8,재미있네요 부산행 만큼의 이펙트는 없지만 스토리가 조금 빈약한 감이 있고 마지막 연출씬이 너무 컴퓨터 그래픽 티가나서 많이 아쉬었습니다좀비물인 만큼 약간더 어두운 느낌의 영화 였으면 더 좋았을거 같은 아쉬움이 
786,5,부산행을 재밌게 봐서 기대했는데 많이 실망함
787,2,한국판 매드맥스 
788,4,예상 가능한 내용이었습니다
789,2,설정자체가 맘에안들고여그 좋은소재가지고 이렇게밖에 만들수없었는지 실망스럽네요감상포인트고 액션지수 선택하고싶지않은데 감상평 등록 올리려면 필수인가봐요 어거지선택입니다
790,3,재미는 없지만 강동원 배우는 잘 생겼어요
791,2,아 난 타겟이 초등인줄 알아서 그래 그럴 수도 있겠구나 했는데 그것도 아니고 정말 말키링의 성공이네 마킷 타이밍 마지막 이정현이 포크레인인가에서 탈출할 때 나도 모르게 참다 졸다 욕 티
792,6,웃기는영화입니다 매드맥스느낌도나요
793,2,회색빛영상 차량질주엔딩에 인간극장외에  떠오르는게 없다
794,1,이거 절대로 보지 마세요 보다가 나왔습니다 내용 각본 연출 음악 좀비물 그 어떤것도 추천할 만한 내용없습니다 보고나니 속이 울렁거려요
795,6,부산행을 기대하면 실망할듯
796,1,음 아 휴 앗씨 헐
797,8,나쁘진않지만 뭔가좀 부족하다
798,4,잘 봤습니다 무난하게 잘 봤습니다
799,2,감상포인트 없는데 왜 꼭 선택하래처음부터 끝까지 허술하고 마지막에 주인공이 제발을 외칠때 나도 같이 제발을 외쳤다 제발 이 영화를 끝내달라고
800,7,정말 솔직히 평을 남기자면 좀비보다 모하비밖에 생각이 안난다
801,1,자동차영화찍냐 진심최악
802,6,부산행과 반도 사이의 이야기를 구상중이시라는데 그 이야기가 쏙 빠진 반도는 상상력만 자극한채 심심한 내용으로 끝이났다 캐릭터들의 뒷 이야기가 궁금해진다는 점에서 별 3개지만 내용만으로 보면 1이하
803,1,액션차량씬은 그나마 볼만한데 전부CG임 좀비영화특유의 아포칼립스 없음 외국영화에서 나올법한 인간대좀비 도박게임 어설프게따라함 초코바하나 배팅하면서 덜떨어진놈들마냥 좋아하는631대대 친구들보면 이질감듬 악역은 
804,1,소리만 큰 액션
805,2,앞은 그런데로 괜찮았는데아마지막 장면들  지루  한국신파  실망했어요 기대하고 가족이 모두 시간내서 갔는데
806,1,좀비+매드맥스+분노의질주+석양의 무법자를 비벼놓았으나 맛은 매우 혼란스럽다 마지막 신파 엔딩 연출은 최악
807,1,부산행의 반이라서 반도 라고 하고싶지만 반도 안된다
808,1,이건 영화에요 기본적으로 '이야기'인데 캐릭터에 대한 아무런 설명이 없으니 관객이 감정이입이 될리가 있나 강동원이 꼭 다시 그 지옥으로 들어가야 할 만한 절박한 이유는 뭔지 매형이 자신에게 어떤 의미이
809,1,좀비영화인데 어쩜이리 좀비비중이 없는지마지막이 문대통령이 나왔으면 대박이었을 영화 JANE
810,1,돈아까움 진짜 개망작 
811,1,리뷰알바니 케바케니 그러는데 그냥 보고 판단하세요 보면알아요
812,6,뭔가 아쉬움이 있는 영화
814,1,반노의 질주 : 더 좀비
815,1,이정현이 좀비임돈아깝다
816,1,저희 부모님의 원수가 본다그래도 말리겠습니다
817,1,베댓만 봐도 평점 8점이 나올리가 없는데 알바 존나 쓰나보네 OOO들
818,1,알바랑 빠순이들 평점 도대체 뭐지
819,1,최악 살아있다가 최악인줄 알았는데 동급
820,1,보는 내내 한숨만 나옴 스토리 왜이렇게 한거임부산행 먹칠하는 작품
821,1,소품이 되어버린 좀비 그리고 누가 이 감독님에게 매드맥스를 보여줬는가
822,1,내가 본 좀비물 중 가장 쓰레기 재밌다는 놈들은 생각 좀 하면서 봐라
823,1,신파가 없으면 영화을 못 만드나
824,2,이딴걸 영화라고 만들어놓는 감독은 반성해라 OO 진짜 개빡치네 이딴걸 8천원주고 2시간동안 본 내가 이다
825,2,반도를 보면서 부산행에서 느낀 재미와 감동을 반도 못느꼈다
826,4,아직 영화 안 본 사람들은 기회다 차라리 팡파레/ 소년 시절의 너   둘 중 아무거나 보세요  이번달 본 영화 중 살아있다랑 반도가 제일 예산 크고 제일   아 미술이랑 차만 빼고  이거 말고도 
828,4,2시간짜리 기아자동차 광고
829,1,내용은 네명이서 돈 탈취해오는거 그 사이에 들어간 개막장 클리셰차라리 네명+A로 돈 탈취해오면서 좀비랑싸우다 고립 거기서 살아나가는 과정을 그렸으면 더 낫겠지만 어쩌겠냐 이미 매드맥스: 분노의 도로 쳐찍고 자빠졌
830,2,영화가 개연성도 떨어지고 카액션은 봐줄만하다가도 강동원이 조수석에서 한동안 총을 들고만 있음 마지막 엔딩도 너무 이해가 안감
831,2,제일 최악인건 마지막 30분 동안 흘러나오던 음악  억지로 슬픈 감정 만들려고 슬픈노래 틀었는데 지옥이였어
832,1,감독님 관객들 뭉클뭉클 하게해서 눈물짜게 하고 싶엇쪄여 우쭈쭈
833,1,이게 나라냐의 후속작 이게 영화냐 절찬상영중 B급 좀비물을 더한 짝퉁매드맥스 그리고 억지 감동까지 올해 최고의 돈G랄을 여러분께 선사합니다
834,2,너무 보기 힘든 영화였습니다CG는 정말 최악의 악
835,2,하하하
