score,text
10,이걸1점주는 사람들이있네...
10,늦게보긴했는데 dc랑 마블 둘다 다 챙겨보는 사람으로서 솔직히 시빌워보다 재밌었음  물론 마블시리즈를 더 좋아하기는 하는데  사람들이 얘기한거대로 ㅈ나 재미없는 수준은 절대아님
10,벤 에플렉 롤모델인데..잘봤습니다.캐스팅 정말 잘한거 같네요늦은평점은 양해좀..
8,배트맨과 슈퍼맨에 대한 의리로 8점
8,다필요없고 원더우먼 등장씬+등장할때 음악 짱
7,원더우먼이 7점을 주게 했네.
9,지루하다는 평이 많은데 글쎄. 진지하고 재밌게 잘 만든 영화 같다. 어벤저스의 가벼움만 보다가 DC만의 진지함이 새롭게 다가온다. 저스티스 리그도 만들어지길.
9,"아는 만큼 보이는 법, 이시대에  배트맨은 누구를 대변하고있고,슈퍼맨은   무엇을 대변하고 있고, 인간의 욕심이 만들어 낸 괴물.이 지구에 존재하는 인간들의 모습을  지금 까지의 영화 속인물 영웅들로 다만 표현한 것..."
9,나는 그럭저럭 괜찮게 봄...
10,가엽고 멋진 슈퍼맨과 섹시한 배트맨
10,후회없습니다 액션신은 최고!!
7,다른 건 차치학더라도 원더우먼이 코믹스랑 싱크로율 100퍼인 게 대단. 그리고 그래픽적 완성도만 놓고 봐도 볼만한 영화.
10,대사 유치한 게 두 번 나오긴 했는데 그거 빼고 재미있더라..
10,재밌었는데 왜까는거지;;;
9,재미만 있구만. 이런 심각한 영화 좋다~! 쓸데없는 유머 코드도 없고 액션도 멋지고 이념의 대립도 좋다. 전체적으로 재미있게 볼만하다.
10,재밌기만하네.. 맨오브스틸같은 영화에요
9,Dc 마블 가릴거없이 히어로물을 좋아하는 사람으로써 배대슈 평점을 보면서 확실히 사람들이 마블식히어로물에 익숙해졌다는걸 느낌. DC가 마블처럼 꾸준히 영화를 제작해서 사람들에게 익숙해져있었다면 이정도로 까일 영화는 ...
8,2편이 더 기대되는 영화에요 원더우먼이 신의 한수였음. 1편은 스토리를 보여주기 위해서 어쩔수 없이 진지하면서 지루한 부분도 보여지고  .... 원더우먼의 이야기가 더 보고 싶어졌던 영화!
10,재미있게 잘 봤습니다.
10,정말 재밌었어요. 영상이 너무 세련됐구요! 배트맨 너무 멋짐 ㅎㅎ
9,악평이 대부분이라 고민하다 봤지만 평이 너무 가혹한건 아닌가 하네요. 액션 음악 만족스럽게 봤습니다.
10,ㅇ 개봉 첫 방영 잘봐씁니다 ㅎ
10,배트맨 영화는 무조건 10점
10,뭐...기대가 커서 실망도 큰 것 같다...
5,다음영화를 위한 예고편 그 이상도 그이하도 아니다.. 배트맨비긴즈부터 라이즈까지 다시봐야겠다..
10,난재밋게봣는대 모르고보는사람은이해가안갈듯
10,난 재밌게 봤는데... 평점이 너무 낮은듯..DC 무게감 제대로임배트맨 굿
9,하도 혹평이 많아서 안 볼라다가 그래도 퍼맨이형 땜에 기대 아예 안하고 봤는데 기대없이 봐서 그런지 나름 잼 났음.. 영상만으로도 충분히 볼만한 영화라 생각됨
8,망작은 절대아니고 디씨와 배트맨시리즈 에서 배트맨의 내면에 대한 부분을 잘 알고 있다면 충분히 재밌게 볼수 있는 작품
8,이게 아무리 기대보다 떨어졋어도 이만한 평점받을정도에 영화는아닌데.. 박지훈의 구글번역보다못한 번역과 ㄱ로리데이 빠순이들이 와서 평점을 흐트리네...
10,초중반에 떡밥성 장면들이 많은데 어느정도 이해하가지고 보니 재밌네요 상징적인 장면 떡밥성 장면들이 많은데  두번째볼때는 다 이해가 되고 좋았습니다  마블과는 다르게 히어로들에 대한 고민과 철학이 돋보였고  잭스나이드...
10,잘 만든 영화라 생각합니다
9,시간이없어서 오늘 드디어 보고옴 얼마나재미없을까 하고 갔더니 보는 내내 평점 언플이 심하다고느낌 남자입장에선 말 그대로 지리는영화단 슈퍼맨 여친 로이스레인이 집중을 방해하는게 좀 있음 '마사'가지고 머...
10,스토리를 제대로 이해 못하면 재미 없을수도...
9,이번에 나온 슈퍼맨 멋있다 원더우먼은 오글오글..
10,아 캐스팅 대박! 렉스 역 연기 쩖!
10,지루하진 않군 나름 괜찮
10,"평이 안좋아 기대안하고 갔는데, 난 아주 좋았다. 이야기를 만들어가는 과정이 더 좋았음. 저스티스리그 기대되네요."
7,"배트맨, 슈퍼맨, 원더우먼. 이 셋을 한 화면에서 보는데 의의를 두세요"
10,영어를 잘못해서 자막이 제대로 됬는지는 잘모르겠지만 ㅠㅠ재미있어요 왜 욕하나 했더니 그냥 제목을 잘못쓴듯배트맨vs슈퍼맨을 뺏어야 차라리 더 영화내용이 맞는듯한
10,완전잼 잼없데서 맨빵먹자 식으로 봤는데 잼흘러넘침마블 디씨는 스토리 알고봅시다그럼 잼씀
10,인생영화 이게왜재미없다는거지
10,마블의 경쾌함은 없어도 디씨만의 묵직함이 좋았습니다.
10,너무 재미있어요~~짱!!
7,기대를 절반만 낮추고 보자
10,"개연성 뭐이러거 다 떠나서 배트맨,슈퍼맨,원더우먼 좋아하면 꼭봐라."
8,다들 못 까서 안달들 났나? 재밌기만 하구만... 물론 슈퍼맨 배트맨에 대한 배경지식 없인 좀 이해안되긴 하겠지만dc만의 스타일 잘 살린 영화! 배트맨 팬이라면 추천
9,"악플이 너무 많아서 별 기대하지 않고 봤는데,  데드풀보다는 백배 재미있게 봤다....스토리의 개연성,연결성이 살짝 떨어지는 면이 있긴하나,  절대  졸작은  아님....꼭 극장에서 보시길 추천...."
10,내 어릴적 추억의 히어로는 모두 디씨안에 있었다.이제 그 히어로들이 나올 첫회라 설레는 마음에 어쩔수없는 풀스타를 날린다  맨오브스틸이 첫시리즈 같다ㅋ
7,긴 러닝타임에! 부족한 설명에! 개연성 없는 스토리에! 이것만 제외하면 그래도 볼만한 영화. 액션이 이 영화를 살리는 듯!!! 원더우먼이 짱이야!!!
9,잼있음 괴물들 싸움을 바라보는 인간시선의 연출 신선했음 개연성 말이많은데 그럭저럭 괜찮음 크게 거슬리지않음 액션연출 지림 최고!!
3,싸움의 계기도 화해의 계기도 납득되지 않음. 헛웃음 나는 비개연성의 나열... 후반부 원더우먼이 멱살 잡고 끌어간 영화
8,이상하다... 우리 가족만 재밌게 본 건가....
10,개잼입니다 꼭보세요 !!!
9,액션만 보고 생각하면 재밌음 초반러닝타임만 빼면 지루할 틈이 없었는데
8,재미 있었지만 뭔가 부족하다 이렇게 만들리가 없어 짤린게 분명하다 감독판이 필요해
10,"영상미, 음악이 너무 멋졌다. 난잡한 스토리긴 하지만 재밌었음. 대결을 기대하고 본다면 허무맹랭하지만 그런게 아니라면 추천"
10,번역도  큰문제없었고  진짜 재밌게 잘봤음 ^^  화끈한 액션~~~
9,어벤져스만큼 재미있는데 왜? 재미없다고 하는지;; 히어로물 액션영화에 더이상 무엇을 기대하는건지..;
10,음? 재밌는데 초반에 뭐 지루하다 하는데 전 꼭 왕좌의게임 분위기라 오히려 잘 본것같아요 액션은 뭐 후반은 계속 펑펑 터지는거라 굿
10,남편과 같이 평만보고 혹시나 재미없을까 걱정했는데완젼 재미지게 보고왔습니다지루한지모르고 시간이 후딱~~중간에 몰랐던부분은 남편한테 설명듣고보니 이해되더라구요 재미있어요
10,"지금 막 영화보고 집에 왔음, 전 정말 잼있게 봤습니다. 왜이렇게 평이 나쁜지 잘 모르겠습니다."
10,꼭보새요 평점으로 영화판단하면안됩니다 스토리좋고 빨리다음영화나오길기대합니다 ^^
10,난 완전 잼나게 봤는데? 지들이 이해 못해놓고 자막탓  스토리탓하네 ㅋㅋ
10,솔직히 개꿀잼 하나도안지루하고 떡밥오지게많이나옴 디씨코믹스 좋아하시는분들은 소름돋으면서 볼수있음
8,Dc팬이 봐도 크게 재밋다는 실감이 안나는 영화초중반의 난해함을  간신히 마지막 전투신과 브금으로 모면함
7,DC빠지만 영화도중 어이없어서 웃음터진장면이 꽤..개연성아쉽지만 액션과 음악의 합은 최고원더우먼은 신의 한수
10,"평점 노이해ㅋ히어로 영화 안본거 없는데 최고 퀄리티 완성도 몰입도임,,,영화광들이 안좋아할리가 없는데,,,갠적으로 미친듯이,,1분도 지루하지 않았음"
9,원더우먼 시리즈 만들면 대박날겁니다 어벤져스하고 한판붙는편 만들면 재밌겟네요
8,스토리 진짜 ㅂㅅ같지 않은이상이야 감안하고 보는편이라 재밌게 봤음 스토리 개연성도 크게 거슬릴 정도 아니었고 원더우먼 등장할때 개간지 한스짐머 역시 음악 잘뽑아내고 막판 신들의 싸움에 배트맨 짠함
9,"저스티스리그의 전반적인 스토리를 모르는,마블의 할리우드식 조크 히어로를 기대했다면 실망할것그냥 디씨 히어로는 존재만으로 멋지다"
9,재밌었음. 제목을 잘못지었음.배트맨 대 슈퍼맨 아니고 그냥 돈 오브 저스티스 리그였으면 엄청 흥행했을듯
10,처음 예고편을 보고 너무 막 집어 넣은것같다는 생각이 들었는데영화를 보기전 맨오브 스틸을 보고 난뒤에 영화를 보니 2시간30분가량 충분히 캐릭터의 설명이나 인과관계가 설명된듯하여 남깁니다.
10,"누가재미없데??배트맨1,2,3,포에버에 배빈,닼나, 닼나라에 애니 배트맨 다 챙겨본 사람으로써 충분히 훌륭한 영화엿다 같이본 친구들도ㅜ 다 잼다고 함 극장나오는사람들도 다 잼다더만"
8,가끔 악평하는사람들보면 그냥 분위기 따라 악평을 줄줄줄 쓰는 거같은.... 개인적으로는 예매한표를 환불할정도로 졸작은아닌거같데... 꼭누군가 의도적으로 몰고가는 느낌이..
9,스토리 빈약해도 딴건 볼만하다
2,"최악의 캐릭터, 최악의 개연성."
8,배트맨하고 슈퍼맨 화해하는 장면에 개연성이 부족하긴하다.  하지만 충분히 좋은 수준의 블럭버스터 무비인것 역시 사실
9,나만 재미있게 본건가....솔직히 나도 화해하는 과정이 너무 어이가 없기는 했다그래도 이것 이외에는 다 괜찮았는데...
10,배트맨 시리즈와 맨 오브 스틸도 봐서 그런지 전 좋았습니다. 재밌다고 하기엔 분위기가 무거우니 좋았다고 밖에 표현을 못 하겠네요. 사실 평점이 너무 안좋아서 보지 말까 생각도 했는데 보길 잘했습니다. 마블과 DC 코...
10,혹평들이 많은데 맨오브스틸에 이어서 그리고 저스티스리그를 앞두고 매우 재밌게 보았다. 평점보지 말고 각자 주관적으로 보면 될듯싶음
10,이정도면 괜찮게 만든거 같은데요?왓치맨도 재밌게 봤고...세계관을 조금만 이해하고 가시면빠져들어보실수있으십니다^^
10,마블충들 외케 많냐.  이 정도면 잘 나왔구만
7,"아니 하도 욕하길래 안볼라한거 봤는데 재밌던데요? 제가 마블의 엄청난 팬인데 그건 그거대로 재밌고, 또 이건 다른 매력이라 볼만하던데... 중간에 좀 유치한건 있지만 시간가는줄도 모르고 봤어요!! 2탄 나오면 볼거에..."
9,여기저기서 하도 욕을해서 기대감 전혀없이봐서 그런가 난 나름 재밌게봄~아쉬운건 슈퍼맨이 목메기엔 여자가 너무 못생김ㅋ슈퍼맨 멋있다ㅋㅋ
10,볼거리야 충분히많았고좋았던게 이렇게 쉽게 핵쏘는 영화는 처음인것같당
10,벤 애플렉 졸라 중후함. 인상 좋은 사람이 무표정할 때 존 멋.
9,난 재미만 있더라~ 원래 배트맨은 슈퍼맨을 죽일 마음까지는없었어~~~~
9,재밌게 잘 봤음. 선악의 주관적인 가치판단
10,확실히 액션은 느낌있다
9,기대 안하고  디씨 정보들 조금 알아보고 무념무상으로 봐서 그런지 꽤 의외로 괜찮았음 걍 스포일러보고가야 알것같음ㅋㅋ 발번역은 진짜.. 영화 몰입되는데 방해수준 ㅋ
9,재미있었으나 관객이 보고 불편해할 사람이 많을 것으로 보인다. 1. 수퍼맨이 선을 부정한 것(배트맨을 설득해서 안되면 죽일 수도 있어). 2. 배트맨이 정의를 부정한 것(선한사람이 얼마나 남았나) 3. 수퍼맨에 핵을...
10,스네이더 감독을 믿는다 .!! 정말 좋습니다!!
9,개연성은 낮지만 영상미와 캐릭터의 특징을 잘 살려낸 영화라고 느낍니다. 기본배경없이 관람한다면 낮은점수 메기는 것도 공감이 되네요~
9,기다리고 기다린던 영화를 오늘 보고 왔습니다. 역시 만화를 영화로 만드는 헐리우드 대단합니다.초창기에는  D.C 캐릭터가 전부인 T.V나 영화가 대부분이였지만 ....
10,마블처럼 밝고 경쾌한 분위기는 아님. 약간 어둡고 무거움마블이랑 비교는 각자의 분위기가 있다고 인정하면 될것 같고놀란의 배트맨이랑 비교되는게 문제인데 그냥 잭스나이더의 배트맨으로 이해해주고 넘어가자..
10,역시 쥐어뜯고 싸워야 재밋음 ㅋㅋ 베트맨이 잔인해졌다 ㅋㅋ
10,아오 평뭐가이리까다로워ㅡㅡ
8,"아쉬운 점도 있었지만 재미있게 봤음정의, 열등감, 죄책감이 키워드."
10,10점주고싶다 참말로 자막만 좋았어도
10,스토리는.... 신은 필요한가 안필요한가~ 베트맨이.. 신은 타락했어~ 하더니~ 싸움. 근데 엄마가 같음..엄마가 같아서 화해할수는 있으나 조금 개연성이.. 여튼 그래서 멋지게 한판싸움(액션씬은 멋있음).. 평점이 ...
10,착한사람은 누가 남았나 다들 변하지 않았는가
9,평소 DC코믹스에 대해서 잘 알고있던 저는 재미있게 봤습니다. DC히어로를 모르는 아내도 눈은 즐거웠다고 합니다.
3,자막 누가한거임? 진심
7,너무길고 지루했다. 이런게영웅담영화이구나...
1,원더우먼이 외계인 괴물 팔을 잘라서슈퍼맨이 찔려 죽음스토리가 애들 영화수준
9,재미있고 영화 잘 만들었던데 반응 왜이래? 그나저나 극장안에서 팝콘 좀 소리나게 쳐먹지마라 무개념 쉑히들아. 신경쓰여 초반에 집중 못했음
9,이렇게 박한 점수를 받을 정도로 나쁜 영화는 아니었다. 배트맨과 고담시 경찰이 조우하는 장면은 배트맨의 진정한 매력을 잘 드려내 주었다고 생각한다. 하지만 둠스데이와 결투하는 장면에서는 그도  팝콘행 할 만큼 상대적...
9,나름 재미 있네요~^^
8,지나치게 강해진 잭스나이더!!!액션은 100점이 모자랄 수준인데 연출과 구성이 땅으로 파고듬ㅋㅋ그래도 주인공들 다 간지작살이라 8점 줍니다
9,배트맨하고 슈퍼맨하고 화해하는 계기빼고는 완벽했다고 생각함. 저스티스리그의 시작으로도 전혀 부족함이 없었고 내가 기대했던 디씨만의 그 묵직함이 있어서 정말 좋았음. 또 보러가고 싶다.
9,개연성 빼고는 재밌게 봤는데 사람들 기대가 너무 컸나보다 .제목을 그냥 저스티스의 시작이라고 해도 충분히 괜찮았을 텐데 ..
8,혹평 많아서 기대 안하고 봤는데 볼만하더라 ㅇㅇ
9,아쉬움도 많았던 만큼 앞으로도 기대되는 영화
10,솔직히 10점감은 아닌데 보지도않고 테러하는 애들때매 10점 준다
10,"재밌던데,,,,?? 마블분위기에 익숙한 대한민국"
10,난 괜찮았는데 ....  음악도 잘 어울리고 !! ㅋ 개인적으로 잭스나이더 감독 스러운점이 맘에 들었음 ~     마블하고 비교하면 안되지 .... 원래 DC는 어두운게 매력인데... -_-
8,나는 괜찮았는데 오히려 지금 마블의 슈퍼히어로물이  정신이 없는듯하다. 중후하고 배우들의  극중심리를  잘 묘사한듯해서 나로서는 만족이다.
10,재밌기만하구만ㅋㅋㅋㅋ
8,자막이 문제라는 사람들은 영화를 본건지 영화를 봤더라도 제대로 몰입하여 보건지 모르겠다. 맨오브스틸을 본사람이라면 충분히 이해가 되는 내용이며 저스티스리그를 위한 발판인 영화인데 충분히 봐줄만하다. 히어로물을 좋아하...
10,코엑스 매가박스 M2관이 아이맥스보다 좋았다는..나는 좋았음
10,상상 이상의 존재감을 선보인 원더우먼!!
10,마블에 맞서는 DC의 자세 좋은 생각이야ㅎㅎ
10,이정도까지 까일 영화느 아닌데 심기불편ㅋㅋ
10,불쌍해서 10점준다 마지막 30분이 쓰레기였다
9,어벤져스2랑 비슷비슷 하지만 내 취향엔 이게 더 재밌었다
9,초반엔 좀 지루했지만 후반부는 볼만했음.... 후속작이 기대 되기도 하고...
10,"한 내년쯤 DC에 대한 이해가 조금 더 생기고, 저스티스리그 개봉할때 이 영화 다시 보면 평점 안 좋게 준 분들... 이 영화가 다시 보일 것이다. 슈퍼맨은 슈퍼맨다웠고, 배트맨은 뱃신.. 강한 힘때문에 항상 희생하..."
8,개인적으로 어벤저스보다 낫다고 생각했는데..스토리라인 개연성만 짜임새 있었으면 훌륭한 영화가 됐을텐데 아쉽네요.
8,난 잔잔하니  재밌던데 볼만해
10,진짜 재밌게 봤는데...이어지는 부분이 좀 있어서. 맨오브스틸 안보고 보면 좀 그럴듯. 때려부수고 쌈구경하러 영화본거면 별로일수도 있음. 실제로는 8.5점 정도 주고싶은데 점수가 너무 낮아 10점으로..
8,개연성이 너무 부족했지만 영상미와 액션씬은 최고였다
10,이정도액션이면 최고구만..
5,초반부에 졸리긴 햇지만 알차고 즐거운 시간이엇습니다베트맨짱짱멋지네요
10,도데체 어디서들 돈 받고 악평을 써놓지? 내가본 영화중에 액션 갑 이었음
10,마지막 쿠키영상 없어요! 기다리지 말고 그냥 가세요. 그리고 영화 정말 재미있다. 마블과는 다른느낌! 좀 더 묵직함.
10,미안하다 직언을 해야겠다.다들 졸면서 관람한거냐 ? 다수의 혹평으로 인하여 매우 걱정스러운 마음으로 관람을 했지만 그런 나의 마음을 비웃듯 영화속으로 급속히 빨아들이는 감독의 역량에 경의를 표한다.이 영화는 히어로물...
10,재미잇음!!! 난추천!
10,마블과 dc에 관심이 있던 사람으로서 모든 장면이 감동이 었습니다특히 플래쉬가 미래에 대한 경고를 할때는 소름이 돋았습니다다음편에 대한 떡밥이 아닌 다다다음의 떡밥을 던지고 슈퍼맨의 흑화 기대됩니다 진짜 dc영화의 ...
10,굿굿~!! 액션씬 좋네요
10,상당하던디  왜까고들있지
10,나는 재밌게  봤는데 평점은 왜이러냐 ㅋㅋㅋ
8,개연성이 부족했으나 볼거리는 풍만했음. 고대해쒼 슈퍼맨과 배트맨의 결투 장면은 너무 짧아서 아쉬웠다...한번쯤은 볼만한 영화. 8점이 딱 적당한듯 싶다.
10,8점은 되어야 할것 같아서 점수 오르라고 10점 줌. 생각보다 그렇게 엉망은 아님. 볼만합니다.
10,원더우먼 등장 개간지ㅋ
10,뭐가 문제이고 왜 보지말라는지 나는 모르겠다
10,재미있었습니다다른사람 들에게 추천합니다
10,재미있었습니다 배트맨과슈퍼맨
10,평점모야 전나 잼있구만!
10,굿굿~!! 액션씬 좋네요
10,상당하던디  왜까고들있지
10,나는 재밌게  봤는데 평점은 왜이러냐 ㅋㅋㅋ
8,개연성이 부족했으나 볼거리는 풍만했음. 고대해쒼 슈퍼맨과 배트맨의 결투 장면은 너무 짧아서 아쉬웠다...한번쯤은 볼만한 영화. 8점이 딱 적당한듯 싶다.
10,8점은 되어야 할것 같아서 점수 오르라고 10점 줌. 생각보다 그렇게 엉망은 아님. 볼만합니다.
10,원더우먼 등장 개간지ㅋ
10,뭐가 문제이고 왜 보지말라는지 나는 모르겠다
10,재미있었습니다다른사람 들에게 추천합니다
10,재미있었습니다 배트맨과슈퍼맨
10,평점모야 전나 잼있구만!
10,굿굿~!! 액션씬 좋네요
10,상당하던디  왜까고들있지
10,나는 재밌게  봤는데 평점은 왜이러냐 ㅋㅋㅋ
8,개연성이 부족했으나 볼거리는 풍만했음. 고대해쒼 슈퍼맨과 배트맨의 결투 장면은 너무 짧아서 아쉬웠다...한번쯤은 볼만한 영화. 8점이 딱 적당한듯 싶다.
10,8점은 되어야 할것 같아서 점수 오르라고 10점 줌. 생각보다 그렇게 엉망은 아님. 볼만합니다.
10,원더우먼 등장 개간지ㅋ
10,뭐가 문제이고 왜 보지말라는지 나는 모르겠다
10,재미있었습니다다른사람 들에게 추천합니다
10,재미있었습니다 배트맨과슈퍼맨
10,평점모야 전나 잼있구만!
10,굿굿~!! 액션씬 좋네요
10,상당하던디  왜까고들있지
10,나는 재밌게  봤는데 평점은 왜이러냐 ㅋㅋㅋ
8,개연성이 부족했으나 볼거리는 풍만했음. 고대해쒼 슈퍼맨과 배트맨의 결투 장면은 너무 짧아서 아쉬웠다...한번쯤은 볼만한 영화. 8점이 딱 적당한듯 싶다.
10,8점은 되어야 할것 같아서 점수 오르라고 10점 줌. 생각보다 그렇게 엉망은 아님. 볼만합니다.
10,원더우먼 등장 개간지ㅋ
10,뭐가 문제이고 왜 보지말라는지 나는 모르겠다
10,재미있었습니다다른사람 들에게 추천합니다
10,재미있었습니다 배트맨과슈퍼맨
10,평점모야 전나 잼있구만!
10,굿굿~!! 액션씬 좋네요
10,상당하던디  왜까고들있지
10,나는 재밌게  봤는데 평점은 왜이러냐 ㅋㅋㅋ
8,개연성이 부족했으나 볼거리는 풍만했음. 고대해쒼 슈퍼맨과 배트맨의 결투 장면은 너무 짧아서 아쉬웠다...한번쯤은 볼만한 영화. 8점이 딱 적당한듯 싶다.
10,8점은 되어야 할것 같아서 점수 오르라고 10점 줌. 생각보다 그렇게 엉망은 아님. 볼만합니다.
10,원더우먼 등장 개간지ㅋ
10,뭐가 문제이고 왜 보지말라는지 나는 모르겠다
10,재미있었습니다다른사람 들에게 추천합니다
10,재미있었습니다 배트맨과슈퍼맨
10,평점모야 전나 잼있구만!
8,재밌어요 아주 재미있어요 추천 ㅎㅎ
10,슈퍼맨대 배트맨  재밌게 봤어요
8,배트맨 꿈에 나타난 그는 도대체 늬규?? 플래시? 아님 로빈? ㅡㅡ?
10,대작이다. 이걸 재미없다고 하는 사람들은 그냥 히어로물 보지 마세요.
8,재미있게보아습니다.후속자기대됨
10,욕이 난무하네....근데....난 왜이렇게 재밌게 본거지?ㅋ진짜 재밌었는데 ㅋㅋ
10,평점 안좋게주신분들은뭐죠;;1편에이어 재밌게 봤습니다2시간동안 흥미진진하게잘봤다는^^
8,평점만 보고갔는데 꽤 잼잇던데
10,충분히 재밌고 멋있었다. 특히 배트맨 색깔이 뚜렷한게 맘에듬
10,난 꽤 괜찮던대  저스티스리그의 시작으로  아주 좋은  이야기라고 봅니다.
5,마....마사?? 마thㅏ?
8,우리가 얼마나 마블에 익숙해져있었는지  확인할수있는 영화
3,돈들인티는 많은데 다큐로 느껴지는 뭔지
7,"어려워요, 어둡고 , 런닝타임 길어서 살짝 지루함"
9,맨오브스틸이 드래곤볼이었다면 이번에는 건담 시드 데스티니 같은 느낌이 들었습니다 그래도 원작만화 몇장 들춰봤다면 이번 게 훨씬 볼만하다고 생각합니다
10,둘의 화해의 계기는 배트맨의 입장에서 생각하면 누구보다 절실하게 느껴져서 내 생각엔 그리 허무하진 않았던 것 같다 닼나 시리즈 다음으로 히어로물 최고의 영화였고 중후반 둘의 전투씬은 최고였다
10,재밌습니다. 전 정말 재밌게 봤어요
1,소중한 주말 내 150분을 다시돌려달라!!!!
4,아놔~그냥 집에서 편하게 잘껄ㅠㅠ불편하게 앉아서 잤네...들인 비용과 노력때문에 4점준다
10,마블식 히어로 영화 생각하고 보면 100퍼 지루하고 재미없다고 느낄거다.  개인적으로 재밌게 봤다.
1,핵노잼...열자 쓰기도 아까운 영화
1,배트맨이 팝콘 뜯는 장면이 제일 재밌네요
10,"난 너무~~ 재밋게 봤음. 개연성의 연결고리가 중간중간 약간 미흡했던 부분이나 편집이 좀 늘어지게 된 약간의 단점들은 있으나 . 절대선에 대한 의문같은 메시지의 시도나 훌륭한 영상과 액션, 음악, 배우들의 연기 등등..."
9,맨 오브 스틸을 자세히 알 필요가 없어서 좋았고 배트맨 연기자 영입도 잘 했다 물론 난 다크나이트의 배트맨이 좋았지만.. 만화의 느낌을 현재 배트맨이 잘 살린거 같다 하지만 아쉬운 건 스토리가 2시간 반에 담기엔 너...
10,오랜만에스케일큰영화한편봤습니다.원더우먼..멋졌어요ㅋ 다른인물들도빨리나왔으면좋켔네요.. 강추!!
10,재밋는대....왜들그라
10,리뷰 보고 재미없다는 글이 많아서 걱정했는데 시간 가는줄 모르고재밌게 감상했네요
5,아니 왜 싸우는 건데? 이유를 알려줘!!왜 갑자기 화해하는 건데? ㅇㅣ유가 뭔데..루터 넌 왜 슈퍼맨을 죽이고 싶은건데?개연성없는 돈OO 액션뮤직비디오..
10,슈퍼맨ㅠㅠ(열자)...
10,말이필요없다  그냥 보고판단해라  good!!!
6,"배트맨하고 슈퍼맨하고 싸울때까지는 좋았는데, 변이 괴물나오는 순간부터 영화가 굉장히 조잡해짐.마지막 클라이막스 부분은 괴물이나 슈퍼맨이나 원더우먼이나 초자연적인 힘으로 지들끼리 ㅈㄴ게 파워풀하게 싸우는데, 배트맨이 ..."
5,교수가 학생들 쓴 레포트 줄줄이 읽고 난 이후의 기분을 이해할 수 있겠다. 2시간 30분동안 뭘 말하고 싶었던거냐
4,흠 생각보다 너무 지루함
3,망작이자 막장. 러닝타임이 151분인데 스토리 텔링 개 허술....  지루했다.
10,원더우먼 개멋있었다.
6,이 영화의 볼거리는 원더우먼 나오기 전과 후로 나뉜다 스토리는 정말 아쉬움에 아쉬움을 달린다 예전에 영화를 3시간 넘게 하거나 파트1.2로 나눠야 한다고 감독이 주장한 이유를 알겠다. 스토리에 허점이 아니라 빈곳이 ...
9,너무 재미있게 봤네요^^
1,핵노잼. 절대 보지마셈.
1,가족끼리 보러 가신다니 다행입니다 DC 모르는 친구랑 구경가셧으면 죽빵 맞아여
1,배트맨 대 슈퍼맨: 망작의 시작
1,진짜 실망스러웠다..
1,크...크....쩝...이런이런....
8,배트맨과 슈퍼맨이 싸우는 장면이 많이 안 나오네요.
10,사람들이 아무리 망작이라해도 슈퍼맨과 배트맨을 한명화안에 이정도로 풀어낸것은 높게 사야한다. 유치뽕짝  마블의 어벤져스말고 나는 저스티스리그.
8,방금 보고 왔는데 지루한 면은 있는데 전투씬등의 영상미는 최고라 해도 과언이 아닙니다... 후반부 몰입도 최고예요~
10,우리의 영원한 영웅들~~ 그들을 사랑하지 않을수 없다!최고!
10,평점이 좋지않아 걱정했는데 아주 잼있게 봤습니다~DC코믹작품 하나도모르고 보시면 지루할수 있다 생각합니다 중간중간 저스티스 떡밥들은 대단하더군요
9,재밌음ㅋㅋㅋ자막이 좀 이상하긴 하더라 뭐 원작이고 팬의 입장에서는 많이 실망스러울수도 있겠지만 그냥 슈퍼맨배트맨 어느정도만 알고 보는 관객들은 다들 재밌게 볼듯 근데 확실히 개연성이 좀 딸리긴 했음ㅌㅋㅋㅋ팔점인데 좀...
10,딱 영화 제목대로인 영화 너무 큰 기대하고 혼자 실망 말고 딱 그만큼만 즐기면 충분히 즐거운 좋은 영화
10,굳 넘 잼있게 봤습니다. 저는 왜 평보다 넘넘 꿀잼원더우먼 카리스마 굳
10,배트맨과 슈퍼맨 과연 누가 이길까? 궁금하다 근데 원더우먼은 뭐지?
9,평보다는 재밌음 기대치가 낮아져서 볼만한
7,막 재밋진 않네요. 그냥 무난함.돈 아까울 정도는 아니네요 판타스틱4에 비하면 양반임.
10,읭 존잼인데??? 왜 7점대지??
9,"왠지 첫편(은 아니지만)에서 정리를 다 한느낌,,,, 격투신부터는 대체로 나쁘지않았는데 초반에 너무 무거운 전개"
10,아직까지  이해못하고  모르는분들  많내 옜날꺼  슈퍼맨   배트맨  시리즈  다보시고  봤으면  이해  할거 같은데  고담  미드도 보시고 이제부터가   시작입니다  10년은  넘게  개봉 할게에요
8,어벤져스2보다는 재미있게 봤어요. 액션신은 정말 좋았음.
9,액션으로 히어로들로 만족한다. 영화의 저해요소는 자막과 감독의 연출력...DC 안티 아녀??
8,음? 평점이 하두 똥이라 기대안하고봐서그런가? 괜찮은디? 잼나게봤는디??? 내가이상한가? 잘만보고왔음
10,처음에 지루했지만 잼있었습니다.
10,굳입니다.맨오부스틸을보세요
