score,text
2,양현석 악마의 연기 뮤비 보다 못한 CG 와... 내가 이걸 못피했네 부산행 반도 못미쳐서 반도 인가요?
1,영화 이렇게 만들거면 만들지 마세요.
4,"영화 ""반도""의  ""반도"" 못 보고잠이 들었어요ㅠ.ㅠ함께 관람했던 반장님은 졸다..보다..자다..보다 하셨데요~ㅠ.ㅠ덕분에 관람관을 나와서 방문한""인생역전""의  어리굴젓에 ..."
6,
2,cg는 너무 티나고 ㅋㅋㅋ신파는 점벅에 여자 아역들의 오글거리는 그 대사 군인한테ㅋㅋㅋ살고싶으면 타라하고 ㅋㅋㅋ 모하비 광고인줄 ㅋㅋ모하비로 내차를 바꿔야할듯 ㅋㅋ모하비에 아무 장치도 안하고 절대 안부서짐 ㅋ자동차ㅋ...
2,기대한것의 '반도' 못채워 주는 영화
2,별로입니다. 다들 욕하면서 나와요
2,신파극 그만해라 .. 빵점이 없다는게 한 .. 연상호 감독님 .. 돼지의왕때 팬이였는데 실망이네요 ㅋㅋㅋ
2,뜬금없는 신파에액션도 아닌 씨쥐에킬링타임도 아니고 시간을 버리고 싶으신 분에게 추천
4,살아있다가 더 재밌는듯
2,앞으로 한국에서 좀비물 영화 나오기 힘들듯...개 쓰 레 기
2,부산행이 뭔가 현실성이 뛰어나고 반도는 그냥 잘 모르겠네요.. 울라고 강조하는 장면들도 몇몇 있고.. 후반에는 졸립더라
2,졸작!  이엄중한시기에 큰맘먹고 영화보러가는건데 이런 엉성한 스토리의 영화를 봣다는게 정말 짜증납니다!! 이런엉성한 스토리 영화를 만들고 창피안하신지...
4,좀비 영화가 아님 자동차 경주하는 영화같음
2,
2,왕실망.  감독님 갈수록 약해지시네요. 부산행은 새뻑
4,러닝타임 60분째... 내가 이걸 왜 보고있지??
2,좀비영화가 맞나? 싶을정도로 좀비에 의한 긴장이 전혀 없음...그냥 매드맥스 한국버전 보는것같음...
2,한마디로 끝낸다 ㅈ노잼 돈낭비
2,한마디로 끝낸다 ㅈ노잼 돈낭비
2,살아있다 개똥 망해서 반도라도 엄청 기대했는데 아주 개똥잔치 열었네
2,처음 시작 부분 흥미를 끌만하다.. 차 액션 너무 억지가 많다 .. 현실성에서 너무 떨어짐 그냥  CG 만 무쟈게 바른 영화다..배우들 연기는 좋다.. 근데..  끝나고 어의 없어서 웃음만 나온다
2,이 영화는 좀비물이 아닙니다...그저 이거 잘되더라 저거 잘되더라를 갖다 붙여 만든 상업적 영화 일 뿐이에요 그 위에 강동원을 놨을뿐... 알바 적당히 하시고 안 보시는게 대한민국 영화를 위한 올바른 길입니다.
2,재미없다ㅋㅋ 이게영화냐?ㅋㅋㅋ
2,이영화를 못 피했네요..
2,최.악.입.니.다.너.무.하
2,이딴게 8점이라고? 진짜 보는내내 너무 고통스러웠다
2,이거슨 좀비영화인가 모하비 광고인가
2,이 감독 필모 보니까 부산행은 기적에 가까운 작품이네
1,부산행의 반의 반만 갔어도 성공했을건데...
2,부산행 반의 반도 반도 반도 반도 못해서 제목이 반도인가?
5,배경과 설정 등 세계관 외에는 딱히 부산행과의 연결점이 없다. 보는 내내 유치한 대사와 지나친 신파가 몰입을 방해한다. 카 체이싱 장면은 나름 볼 만하다.
2,강동원 잘생긴 것밖에 기억 안나네
2,좀비버전 클레멘타인엄마 죽지마 (20분)
6,CG티가 너무 많이남~  제인~~! 살좀 빼야것드라~~!!
4,중반부까지는 어느정도 그려러니하고 봐줄수 있었는데 후반부의 신파가 그 모든 헛된 희망을 깨부숴주었다. 스토리는 개판이고 CG의 퀄리티도 엉성하며 악역은 형편없다. 부산행의 발톱만큼도 못미치는 하위호환 작품. 차라리 ...
2,원래 평점 이런거 써본적 없는데....극장에 거의 전 관이 이거 밖에 상영을 안해서 보긴했는데....누구한테 추천하고 싶진않음 욕 먹을거 같아서....
4,수준이하의 연출. 무조건 화려하다고 좋은 게 아닐텐데.. 고생은 고생대로 하고 스포트라이트를 받지 못하는 이름모를 스탭들에게 점수를 드린다.
2,비추천.. 늘 드는생각 진짜 한국영화 몇몇빼곤 VOD로 보는게 차라리 속편하다. 아~ 차라리 고기나 사먹을껄.. 정말..
2,좀비영화가 이렇게 스릴이 없다니...
3,배우랑 cg에 돈쓴게 티나고 스토리는 부산행기대한거면 대실망하실듯 합니다
4,한국 영화 관객의 수준을 어찌보구....
2,별점한개도 아까움 영화보면서 화나긴처음.개연성없고  맥락도 이상 하고 강동원은 왜??   이런 영화찍은거지..최악의영화
2,재미없음 CG도 엉망이고 개연성도 없고 재미도 없고 부산행2라고 선전하더만 한국판 매드맥스잖아 시간아까워
2,참 우스운 영화네요이도 영화라고...
2,그냥 비급 영화  염력정도 수준
2,역대급 최악 마지막 결말은 실소가 터진다.
2,감독 옆에 좋은사람들 다 사라진 듯. 이런 영화는 정말 놀랍다. 연기부터 시나리오까 완벽하게 초등학생 수준이다.
2,오글거리고 신파는 진짜 ... 연기못하는 초반 무명배우들때문에 몰입감떨어짐
2,일반 좀비 영화 생각하고 보면 실망할듯 싶네요..'반도에서의 분노의 질주' 로 제목 바꿔요 그냥ㅋ
2,먼가 실망스러운..중간중간 몰입도가 깨지기도하고..
2,모하비로 F1레이싱을 봤습니다..특수효과도아닌 애니메이션..우뢰메 이후 첨입니다...내눈 내놔
4,생각보다 별로..ㅋㅋㅋㅋ뭘까..
5,부산행은 뽀록으로 흥행친듯..감독은 딱 염력이 지 실력이였다..반도는 딱 볼것도 없을때 킬링타임 그 이상도 그 이하도 아닌 평작수준...
2,"기대가높은게아니다. . . 안맞는 더빙에 (중국판 매드맥스?+ 3D+ 눈물도 넣고+, 감동도넣고+, 아저씨같은 멋짐도 넣고+ 환희도넣으려니 오합지졸 맛없는 짬뽕이되어버렸다.)높은평점 진짜 심하다. 팬들이 푼듯"
2,좀비영화에 억지 신파극을 꼭 넣어야 했을까?
2,"살아있다를 제 인생 최악의 영화로 꼽았었는데요, 한달만에 갱신합니다 제 인생 최악의 영화는 반도 예욬ㅋㅋㅋㅋ 노잼...감상포인트 없는데 자꾸 선택하라고 떠서 ost선택함 ㅡㅡ"
4,알바있음 ???평점 존나높네
2,"와 감독님 좀비코메디 너무 신선합니다. 영화보는내내 웃음참느라 죽는줄알았네. 분위기, 설정, ost 모두 정극으로 컨셉으로 때려박고 멘트는 코메디, 연기는 오글거림 그자체 ㅋㅋㅋ 마지막에 할배가 지금이야! 할때 꼬맹..."
2,이런영화좀 만들지마 ㅠㅠ 너네도 한국산 블록버스터같은거 보지마 제발... 안돼도 본전은 하니까 계속만들자너 이색ㅁ기들이
4,"엄청기대하고 봤는데 갈수록 지루하고.연기들은  다들 어색하고.좀비영화맞나요.그냥  자동차레이싱광고인듯,"
2,한국판 매드맥스 좀비는 안 보이고 더러운 인간들뿐이다.연상호 연출 그만 해라...
2,7광구..엄복동...반도 안된다.
2,이건 진짜 아니지 않냐 억지 감동그만ㅜㅜ
4,부제 : 분노의 질주 - 목동 드리프트좀비영화인지 레이싱 영화인지 모르겠다.만약 이런 세상이 온다면 모하비를 찾으러 다녀야지
2,최악.. 재미도 감동도 없다
4,"그럴듯하게 흉내만 냈을 뿐, 실속은 없다."
2,진짜 개 실망입니다. 정말 어이가 없어서 제 최초 영화 평점을 남겨놓습니다.전작 부산행에 대한 배려가 일도 없습니다. 차라리 부산행 속편이라고 하지 않았으면 좋겠습니다.
4,후반 런닝타임 5분 줄였어도...긴박한 순간의 억지 감동 포인트.. 아쉽네...
6,부산행보다는 재미없음 비슷한 연출 가족애 강조하는 전형적인 한국식 영화였음 부산행도 전형적인 한국 영화였지만 그래도 보다가 울었는데 이거는 슬픈 장면에도 하품 찍찍나오고 생각보다 강동원 분량이 별로 없음
2,이레랑 이정현 주연아님. 남자들 토나오는짓 하는거 보여주는게 반임 ^^ 개연성이 하나도 없고 매드맥스 만들고싶었는데 심심해서 좀비 넣은듯.. 이레 이정현 보려고 보는사람은 보지마세요
2,아니무슨 이게 8점이넘어ㅡㅡ진짜최악이다
3,5천원 할인 이벤트 받아서 5천원에 봤는데 만원 주고 봤으면 아까웠을듯.개연성 하나도 없고 액션도 별로고 뻔히 결말이 예상대로 흘러감.단 강동원 비쥬얼 보려는 여자들 덕분에 100만은 넘길듯.
2,역시 조선은 안된다 넣을만한 신파란 신파 개연성 싹다 망함 국뽕으로도 안됨 진짜 볼때 4dx로봤는데 돈아까워서 손떨림
2,염력감독임.. 잊지마세요....
2,별점 1점 처음 줘봅니다..좀비물 좋아하면 그냥 보지 마세요..자동차 깽판 영화
1,핰 엄복동 리얼 염력  살아있다  다피했는데 이걸  이걸  또 걸렀다 ㅋㅋ
2,조연급 배우들 캐스팅을 잘 하던지 아니면 연기디렉팅을 잘하던지그것도 아니면 대사를 좀더 구어체처럼 쓰던지 ... 어떻게연기자들 김민재 이정현 강동원 빼놓고는 다 책을 읽고 있냐.
6,매드맥스 킹덤. 좀비물보단 매드맥스 느낌이네요 생각보다 볼만했는데 마지막 설마 설마 했던 신파 엔딩에... 별점 깎습니다 ㅠㅜ
2,시간 아까운 영화 진심 노잼 배우가 아깝다
2,이번 영화는 부산행이 아니였습니다염력이였습니다
2,*경고*보면 후회함
2,"와 진짜 진심 방금 봤는데 부산행한테 미안하지도 않나,, 좀비소재를 이렇게 못살리고 몰입감1도없네"
2,매드맥스와 클레멘타인 섞인 영화를 보는느낌...
4,신파 좀 빼요... 글고 이정현 끝에 갑자기 뭥미 ㅋㅋ 재미없어요 소문난 잔치에 먹을거 없는 느낌 ㅠㅠ 부산행은 스토리는 없어도 앞으로 나가면서 조금 재밌었는데 이건 스토리는 나름 넣어놨는데 허접한 느낌 ㅠ
2,평점 1점도 아까운데 8점대라니..알바쓰니?
2,진짜 차라리 게임 트레일러 수준이 더 높을 수준차량 액션신만 들어가면 몰입도 뚝 떨어지고 개연성1도 없음
6,부산행 생각하고 봤는데...실망실망ㅠ
6,영유아가 봐도 저건 복선이겠다 생각되는건 다 복선이고 이게 15분 단위로 나옴 이정현은 4년동안 못 씻었을텐데 머리만 산발이고 피부 그냥 물광피부임.. 그리고 타는 자동차마다 기름 다 들어가있나봐 못 움직이는 차가 ...
2,긴박한 상황에서 뭐그리 폼을 잡는지 실망임 겁나 재미 없음
2,딸기가 빠진 딸기케이크
2,그냥 주무세요 그게 더 이득
5,좀비 보다 카체이싱이 더 돋보인다
2,돈 겁나 아깝다 ㅋㅋㅋ개연성 하나도 없다 신파 엄청 많고 비현실적임 진짜 절대 보자마삼 ㅋㅋㅋㅋcg는 장난 아니게 티난다 ㅋㅋ
2,기아차한테 얼마받아먹었누?
2,상영관을 잘못찾아 들어갔나.. 자동차 레이스 영화를 보고 나왔지 뭐에요ㅎㅎ ;; 빨리 지무비가 영상리뷰달아주길 간절히 바랍니다..
3,평론가 평점이 왜 이래?
2,스토리 개연성없고 연기력도 부족하고 액션도 차액션이 그만이고 마지막에 억지로 눈물짜내려는 감동주려던거같은데 b급도 아닌 c급 영홥니다...
2,
2,이런 영화에 별점 8.5..? 알바를 푼 거냐 아님 진짜 우리나라 관객 수준인 거냐.. 제발 전자이길 빈다
2,영통 메가박스에서 방금 보고 나왔습니다. 강동원 이정현 왜 이런 영화를 택했니? 돈 때문이니.  하..너무 유치한 스토리와 필리핀 아줌마의 어설픈 연기. 전부다 현실과 동떨어진 cg ...만원이 아깝낀처음..
2,너무 유치해서 보다 나갔어요
4,기대하고 보면 안됨ㅋㅋㅋㅋ
2,이게 재밌다고 하는 사람들은 도대체 ~~ 아무리 개취가 있다지만~~
5,진짜 죨라 재미없네 돈아까움
2,매드맥스에 좀비추가한 느낌
5,"그냥 그저 그럼, 좀 지루함, 대사들이 좀 corny함"
4,그래픽이 너무 조잡스럽습니다.스토리가 어찌 될지 뻔히 보이고요무엇보다 누가 죽으면 슬로우모션으로 보여주고 억지로 눈물 보여주는 한국식 방식은 좀 탈피하면 좋겠어요.
2,"억지 감동, 쓸데없는 개그코드, 뭔가 모르게 어색한 조연들의 연기, 현실성이 심하게 떨어지는 차량 액션, 이상한 연출소재는 참 좋은데 한국식 스프(감동, 개그..)를 범벅이 되버린  망작... 구교환 연기 정도만 볼..."
2,한줄 후기. '살아있다'가 먼저 나온게 다행인줄 알아야되는 영화.
10,존잼이다 레알 보면 알음 ㅋ
4,
3,
4,지루하다.. 지루하다... 좀비영화가 지루하다니.
5,강동원의 커리어에 오점을 남긴 영화라 5점
2,감독님의 최애영화는 일단 매드맥스인 것 같네요. 한국의 매드맥스를 만들고 싶으셨나본데 스토리 개연성이라고는 1도 없고 요소 하나하나 매드맥스 베끼시느라 수고하셨네요. 한국영화 특유의 눈물짜기식의 연출도 너무 역겹고 ...
2,진짜 내가 좀비영화 많이 보는 매니아로써 딱 말해드림.좀비영화가 아니라 차량액션영화임. 딱 2점이 어울리는 영화
2,유치뽕짝... 억지 감동 연출에서 한숨이 터져나왔고 결말도 이건아니다 느낌이 강함
2,너무너무 억지 스러워요- 그리고 배우 목소리 더빙한듯뭔가 화면과 목소리가 따로 놀아서 집중이 안됨
2,뭐라 말 할 수 없네요.. ㅋㅋㅋ  이 영화 보려면 인내심이 아주 많이 필요합니다. 이런 제작비로 이런 영화를 만들수 있다는것을 너무 안타깝게 생각합니다.  기대가 큰 만큼 실망이 무지 크네요...
5,부산행 이후 침몰중인 연상호.
5,너무 많은것을 담으려다 아무것도 담지 못했다.
2,진짜 말도 안된다.. 부산행 후속작 전혀아님 거의 인랑 급임 설마했던 모든일이 일어나는 영화 개연성 설득력 전혀 없음ㅠ 중간부터 헛웃음만 나옴
2,집에서 넷플릭스나 볼걸...
4,스토리가 너무 부실하고 억지 감동 유발하는 요소가 너무 많아서 보는 내내 몰입이 잘 안됐어요
2,부산행의 반의 반도 못따라옴
1,이 영화를 지인이 추천한다면 그 사람은 당신과 연을 끊고 싶은 사람입니다.제발 보지마...
6,좀비영화에 분노의 질주 찍는 중2병 아이들과 마지막 엔딩에 우리 대통령님 등장에 매우 감동받고 나옵니다.
9,"부산행과는 전혀 다른 느낌, 연출도, 재미도, 어느정도 스토리도 잘 잡은 영화."
4,억지 연출이 몰입을 방해합니다.  연출이 너무..
5,좀비 + 카트라이더 + 코메디 + 신파
5,부산행은 띵작인데 다음편이라고 나온게 b급 킬링타임용이네요
4,"스토리, 인물설명, 구성 모든게 없어요좋은 배우들 마저 없애버렸네요"
6,에휴... 그냥...  좀비 영화가 아니라 한국형 신파영화임....
6,지금까지 평점조작을 믿지 않았으나 이 영화를 본뒤 평점 조작이 있다는걸 믿게됐다
4,"감동도 없고 재미도 없고 교훈도 없고 3박자가 다 빠졌넹 흐흐 인랑,리얼 피했는데 이건 못피함 ㄹㅇㅋㅋ 제작비 생각해서 2점임"
6,한국영화에 신파란 요소는 도대체 언제쯤부터 안볼수 있을까... 부산행은 스릴감 있게 잘 나아간다 싶더니 신파행으로 변질되고 이번 반도는 그냥 초반 부터 후반까지 신파투성이임ㅋㅋ
6,동원 오빠 이건 아니잖아ㅠㅠㅠ 굳이 본다면 스크린엑스 추천
8,자동차와 좀비 액션씬을 재밋게봤습니다~ 스토리는 빈약하지만 액션으로 보면 갠찮게 볼만했습니다. 가족의 소중을 느끼게해주는 영화였네요~ 전 재밋게 잘봤습니다~!
10,
8,난 재밌던데 6번정도 봤었는데 또 볼려구ㅎ
10,집에서봣어요  너무재미잇게보앗어요 ^^
10,볼것이 화려해서 킬링 타임으로 좋았어요 이 정도 평정은 아닌데 너무 저평가 된거 같아 평점 높게 드립니다
10,진짜 재밌게 봤는데 댓글 물타기 너무 심한듯강동원이 ㄹㅇ 잘생겻으니까 꼭 보세요
1,어설프게 헐리웃영화 따라하지말고 한국영화는 한국영화답게 한국정서에 맞춰서
1,신파 좀 제발.. 억지 눈물 지긋
6,모하비최고 이거슨 모하비광고
2,강동원 이정현이게 이 영화의 전부임.아! 자동차 하나 더 있네
6,좀비영화가 넘 많이 나와서 그런지 이젠 긴장감이 많이 떨어지네요
5,영화 후반부 갈수록 좀비영화 보단 액션 스릴영화 같은 느낌을 받았습니다. 그냥 시간때우기 좋은 영화 같네요. 결말을 너무 성의없게 만들었네요
5,그냥 그저 그랬음
6,좀비보는재미 ㅋ 딱 그이상그이하아님
8,오락물로 보기 괜춘합니다
7,매드맥스랑 좀비영화를 섞은느낌? 재미있어요!
6,내 기대감도 반도
6,이정현 연기가 괜찮았네요나름 신박하던 스토리
6,
1,그냥 어제 피방이나 갔어야했음
1,진짜재미없네요..와...뭐지
1,반도 못 보고 뛰쳐 나올 뻔 했습니다
1,영화 보고 다함께 차차차 다운받을려고요ㅎㅎ...
1,최악의 영화 ㅋㅋㅋㅋ개연성 1도없고.. 연기도 별로 연출도 별로..
1,처음으로 리뷰달아봅니다. 제 인생의 최악의영화 탑3에 들어가는 영화였어요. 스토리는 개연성이 없고 액션도 너무 말도안되고 긴장감도 없고.... 돈과 시간을 다 버리고 싶으신분들은 보세요. 강동원은 잘생겼네요
1,재미도 없고 감동도 없고..
1,한줄평 : 염력2
1,어머니의 사랑은 좀비를 이길 정도로 강하다는 걸 알게됐어요. 그리고 좀비 백 여 마리를 치어도 멀쩡한 한국 자동차 기술에 감탄www 한국의 아이들 대단해www
2,영화 볼게 없으니까 보자 이런말 나와도 보지마라후회한다 100%
1,억지감동에 배우들연기도 어색하고 마지막25분을 질질끌면서 음악만 웅장하게 틀고자빠졌더만 이래서 한국영화는 보는거아닌데ㅜㅜ
1,씹쓰레기 영화 억지감동
1,개연성 최악..영화보는 내내 음? 윙? 으잉??왜?? 뭐여???끝..
1,"짬뽕,즙짜기,억지 최악의영화"
6,난 그럭저럭 볼만하더라 마지막빼고는 근데 이것저것 막 섞인 느낌
1,스토리가 몰입ㅇ안댐니당
6,"이게 좀비영화인지 레이싱영화인지,,,"
2,엄청재미있어요.여러분도꼭보세요
1,"재미없는 영화는 많이 봐왔지만, 정말이지, 영화 막만들었다 라는 느낌은 처음 받아본 영화임. 억지로 눈물 짜내게 하려는 씬등,, 별로였음."
2,영화 시작하기전에 현대 자동차 광고가 나오는데 그게 제일 기억이 오래간다.
1,이거보고 여친이랑 헤어졌다 ㅅㅂ
1,아 0점은 없나요?ㅋㅋㅋ 1점은 너무 후한데
1,네이버 평점은 믿을수 없다 최악이다잘 자고 일어났다
1,부산행 후속편이라 기대했는데....아 뭐라고 해야되나....연출 연기 스토리 영상미 OST 중 딱~히 감이 안옵니다.평일날 휴가내서 봤는데...아~진짜....
1,스토리 감동 좀비 1점인 매드맥스3점짜리 영화쓸데없는 신파가 몰입을 매우 크게 방해함.안본사람은 안보는걸 추천함.
2,기대 안하고 봤는데..기대안하길 잘했어요.
3,영화관에서 보기에 돈 아까움스토리 연출 졸작임
2,"화가나서 적습니다. 이 정도면 각본, 연출하신 분들 한국 대중들을 너무 무시한거 아니에요? 개연성없는 억지설정에 비주얼만 살려보려고 애쓴것같은데 어설픈 cg와 맥락없는 장면들만 난무합니다. 영화는 장르불문하고 등장인..."
1,[스포 다량 함유]간지쩌는 주인공이 손에 땀나는 스릴을 연기하는 것을 보고 싶으면 나는 전설이다를 보시고 망한 문명 위에 또 다른 와일드한 문명이 자리 잡는 것을 보고 싶으면 매드맥스를 보시고 모성애와 가족애로 점철...
1,"이거 별점이 왜케 높음? 딱봐도 평균 3정도 나오는게 정상인데,이런 영화 자꾸 봐주니까, 이딴식으로 만드는거 아닙니까...ㅡㅡ;진짜 짱나는 영화전작까지 피해주는 그런 영화"
1,기대치가 높았던 영화 보고 완전 실망...
1,염력이 실수인지 알았는데 이 영화까지 보고나니 부산행이 실수였네.
1,영화를 발로 만들었냐? 진짜 엉망진창이다. 상황설정에 대한 검증 같은 것도 안하고 느낌 아니까 대충 만든거냐? 아무리 영화라는 것을 감안하고 또 감안해줘도 과하게 엉성한 스토리에 학을 뗐다. 그나마 어린 애들 두명이...
1,부산행을 한번 더 보는게...
1,팔만한 상업영화라고 판단한 감독과 배급사에게 열받고 그에 일조한 나에게 진심으로 화나는 영화
1,2020년 올해 최악의 영화....관객들 분노의 질주 ㅋ
1,감동시키려고 일부러 신파넣는건 진짜 다된밥에 청산가리 넣는거에요. 진지하게 그러지 맙시다 진짜. 그리고 부산행이랑 연관성 개연성 다 떨어지는데 그 후속이라고 하는것도 어불성설. 보러갈 예정이신분들 평점 후기 꼭 보시...
1,"시간, 돈이 아까운 폐급영화"
1,진짜 역대급으로 돈이 아까웠던 영화... 진짜 눈이 너무 찌푸려졌음. 개연성이라고는 1도 찾아보기 힘들고 아니 무슨 신파장면은 어쩜 빼놓지를 않냐 그것도 좀 말이되는 신파라야 눈시울이라고 붉어지지.. 그냥 마지막 내...
2,짝퉁 매드맥스 분노의질주섞어놓은 ㄴㄷ낌 넘억지라서 재미없었음....
1,강동원은 연기가 어쩜 이렇게 안 느냐... 주연 배우 저렇게 많이 했으면 이제 연기력 좀 늘때가 됐을텐데 발성부터 엉망
1,"부산행-현실판에서 갑자기 반도-판타지가 되어버리는 어이없는 설정에 딱 12세 관람가 스토리(유치/신파/주인공무적) 다른 영화들도(졸업반, 염력, 서울역)  보고나서 알았다 진짜 부산행은 얻어걸린 감독이란걸"
1,하아.... 내돈.. 내시간.. 코로나로 다른영화 개봉안하는 틈새시장을 잘노렸네. 정상개봉했으면 폭망할 영화.. 막판에 하품참느라 혼났네.
1,보지마세요... 제발... 돈이 아까운 영화... 신파 싫어하시는 분들 더더욱 보지 마세요 짜쯩나 돌아버리실수도 있습니다 진심 오글거리고요 짜증나고 걍 구려요연출 연기 스토리 영상미 ost 중에 감상포인트 꼭  고르...
1,진심 재미 없음..진심
1,역시 믿고 거르는 강동원....얘 나오는건 이상하게 재미도 없고 유치해..ㅜㅜ
1,
1,진짜 재미없다 그냥 모하비광고
1,진짜 내인생 최악의 영화다 다신 살면서 이런영화 안봤으면좋겠다 세줄요약1.크아악크악2.부릉부릉3.강동원 잘생김
2,와 진짜 개노잼  ㅅㅂ염력 감독이었다 당했다
1,<<워킹데드>>+<<매드맥스>> 이렇게 조합해서 짜깁기해놓은 영화세상에...각본은 대체 누가 짠거며..감독은 영화를 만든게 아니라 패러디를 찍은게..수준이 저무 떨어져서 창...
1,왜 내가 쪽팔리지?
1,씨///팔 평점남기는거 자체가 사치다.재미있다고 하는 사람에게 뒤///질때까지 이영화만 보여주는 고문을 해주고싶다.이따구로 해도 감독이면 나도 한다 씨///팔알바는 쓰지말자 개//새//끼들아 씨///발 이게재밌냐뇌가...
6,액션으로만 볼만한 영화 내용은 뭐 너무흔한소재
1,나만 당할순 없지
2,염력보다 더 쓰레기!!
1,영화 시작할때 그분보고 울뻔했긔ㅠㅠ
2,제발 보지 마세요. 클레멘타인
2,그냥노잼 더할말없음 부산행 갖다붙이지마
2,음 신파극? 아님 매드맥스 하위버젼? 631부대는28주후? 강동원은 서든어택? 부산행버프로 관객모집? 의미없는 소모성 출연진에 여러영화 어설프게 카피한듯한 영화 돈아깝고 시간도 아까웠습니다 덕분에 팝콘 배불리 먹고 ...
2,그만하자 영화의기본 스토리 개연성 이유있는 연출 그바탕에 배우 연기력이 붙는거다 한국영화 그만하자 인제
2,진짜 코로나 때문에 다른 영화 개봉 안해서 본거지이 영화는 오히려 코로나의 수혜작인듯다른 영화랑 붙었으면 망작인듯
2,액션씬은 양호하지만 스토리전개는 너무 지루함..
2,감스트 똥싸는거보는게 더 재밌음
2,같이 보자고 한 친구들에게 미안해지는 영화는 처음이네요
1,이걸 재미있다고 평점 높게 주는 것들은 죄다 강동원이 스크린에 나와서 그냥 아무것도 안하고 120분간 가만히 서 있어도 좋다고 할 년들뿐이다. 카~~~악 퉷!!!!
1,신파 요소좀 그만좀 넣어 개빡친다 내가 즐길려고 왔지 눈물 흘릴려고 영화보러 온건 아닌데
2,반도.. 부산행의 반도 못한다..
1,신파로 시작해서 신파로 끝남.... 처음부터 관객 눈물 뽑아내려고 분위기를 잡음... 중간중간 그리고 마지막도 신파... 약간 영화에 집중도 안잡히는 스토리에다가 억지로 가져다 붙인 눈물포인트들... 보면서 헛웃음나...
1,진짜 개 촞같은 영화... 제발 보지마십쇼 형님들 후회합니다..
2,내 돈 아까워...   졸라게 아까워
1,구관이 명관이로다 ..
1,어우.. 진짜 본 영화 중에 역대급 노잼.. 일단 좀비는 퀄리티가 높아져서 개무서웠는데.. 일단 무슨 생각나는 게 운전씬밖에./... 줄거리가 별로고 개연성도 없고 부산행이랑은 비교 불가 ..
1,세상에 시간많고 돈많으면 보세요.. 아아니야 보지마요 제발 아..
1,연상호 왜이렇게 망가짐? 뻔한 신파 겉멋 번벅...
1,전작 부산행 얼굴에 먹칠을 한 영화다. 그동안 백신 개발도 없이 4년동안 더욱 폐허가 된 대한민국이 참 어이 없고 이게 좀비영화인지 자동차영화인지 모를 분노의질주나 매드맥스를 연상케하는 자동차씬은 액션 거의 모든 부...
1,강동원 얼굴이 제일 재밌어요... 너무 억지 감동 짜네는거 아닌가요 신파장면만 좀 한두개로 줄이고 아예 액션 위주로 갔으면 더 재밌었을듯
4,"부산행의 4년 이후라는 설정에 기대를 가득품고 봤지만, 부산행의 ""반도"" 못따라간 스토리, 연기는 아쉽다. 그나마 카액션은 뭐 쏘쏘? 매드맥스 : 분노의도로 아류작 같은 느낌.... 결코 부산행의 좀비..."
1,"역대급 노잼 영화, 클리셰의 연속에  오그라드는 신파극은 덤"
1,하.. 이건 도저히..레이싱 게임을 보는건지 영화를 보는건지..
1,개망작진짜쓰레기영호ㅓ
2,이 영화는 카레이싱 영화인가요 ?온갖 클리셰는 다 때려박으셨네요ㅋ
2,진짜 유치하고 오글거리구 개망작
1,.영상미는 있지만 스토리 개연성이없네요. 배우의 연기가 아까운 느낌
2,이 영화는 좀비로 부터 도망치는게 아니라 영화로부터 도망쳐야한다
2,평점이 왜이리 높을까 알바들인가 아님 혼자 죽을수없어서 높게 주는건가 아까 영화끝나고 나오면서 사람들 다 욕하면서 나옴.정말 너무나 질질끄는 억지 감동 강요 장면에 질릴정도..긴말 필요없고 나중에 토렌트 올라오면 받...
2,이게 8점 이상인게 진짜 놀랍다 .. 인생최악의 영화 . 영화보면서 별점달긴 처음이네 ㅋㅋㅋ
2,"내가 눈이 너무 높아졌나봐... 개 거지같아1.즙은 왜이렇게 짜는거야2.UN에서 구하러 왔는데 개념 털린년이 권총뺏고 지 엄마 구해달라고 OO하는데 옆에서 아무도 안말려3.좀비들도 일관성이 없어, 지네가 공격하고 싶..."
2,"유치하고 낯뜨거운 신파극 좀 넣지마라!, 그리고 조작으로 가득한 네이버 영화 평점은 차라리 없애버렸으면 좋겠네"
2,이건 좀 아니지ㅋㅋㅋ대단하다 여러모로..
2,댓글알바들 개 티난다 ㅋㅋ
2,즙짜는데 안나옴 진짜 쓰레기
2,왜 왜!!! 모든 한국영화는 장르를 가리지않고 신파를 넣는것인가....마지막 10분은 차마 영화를 볼수가 없었다각본 보고도 영화제작한 모두가 유죄입니다.
10,"왜 이렇게 평이 안좋지...?좀비영화 중 최고.  스토리며 연기며 모두 좋았습니다!참고로 저는 댓글알바 아니구요,영화에 너무 몰입을 해서 ost가 있었는지 없었는지는 모르겠지만 저는 정말 재밌게 봤습니다!"
9,평점이 하도 쓰레기여서 안 볼라하다가  BTV로 봤는데 진짜 재밌구만 무슨 킬링타임용으로 대박이다
6,좀비가 잠깐 나오는데 좀비가 연기 제일 잘해요.
4,액션은 좋았으나 매드맥스의 아류고 마지막은 역시나 질질끄는 억지 신파
4,"좀비보다는 인간vs인간으로 인간의 잔혹성과 이기심을 보여주고 싶었나 본데, 짧은 런닝 타임에 쫒긴 건지 연출력이 부족한건지 인간의 잔혹성을 보여주다 만듯 한 느낌의 영화임 ㅋㅋㅋ 거기다가 쓸데없는 신파까지 넣다보니까..."
